CustomerKey,Quantity_sum,Quantity_count,Quantity_mean
549819,51,15,3.4
549889,11,4,2.75
549936,21,6,3.5
549970,10,5,2.0
549983,18,3,6.0
550082,22,5,4.4
550274,6,4,1.5
550432,4,2,2.0
550501,24,6,4.0
550677,3,2,1.5
550786,7,5,1.4
551006,22,6,3.6666666666666665
551036,36,10,3.6
551331,20,6,3.3333333333333335
551501,21,7,3.0
551508,9,3,3.0
551706,6,3,2.0
552019,5,3,1.6666666666666667
552079,39,9,4.333333333333333
552222,7,2,3.5
552431,27,11,2.4545454545454546
553084,2,1,2.0
553207,45,10,4.5
553241,3,1,3.0
553365,19,4,4.75
553840,15,6,2.5
554027,20,8,2.5
554151,5,2,2.5
554210,20,8,2.5
554606,21,7,3.0
554726,16,5,3.2
554882,30,8,3.75
555530,27,7,3.857142857142857
555903,25,5,5.0
556064,32,10,3.2
556099,6,2,3.0
556177,26,8,3.25
556220,39,11,3.5454545454545454
556289,3,2,1.5
556312,29,10,2.9
556465,22,8,2.75
556482,13,2,6.5
556621,14,4,3.5
556707,16,5,3.2
556780,10,4,2.5
556871,11,3,3.6666666666666665
557051,36,9,4.0
557814,11,3,3.6666666666666665
557922,9,2,4.5
558163,30,12,2.5
558259,7,2,3.5
558387,8,2,4.0
558445,15,5,3.0
558614,14,5,2.8
558886,3,1,3.0
559221,19,7,2.7142857142857144
559303,2,2,1.0
559320,7,2,3.5
559585,8,4,2.0
559822,19,8,2.375
559829,6,4,1.5
560505,27,5,5.4
560662,25,7,3.5714285714285716
560714,5,2,2.5
560943,13,6,2.1666666666666665
561001,15,4,3.75
561223,10,3,3.3333333333333335
561584,25,11,2.272727272727273
561796,18,5,3.6
562005,4,2,2.0
562011,24,6,4.0
562019,21,9,2.3333333333333335
562080,4,1,4.0
562147,34,10,3.4
562181,15,4,3.75
562418,6,2,3.0
563205,9,2,4.5
563344,22,7,3.142857142857143
563427,50,14,3.5714285714285716
564024,25,9,2.7777777777777777
564321,23,6,3.8333333333333335
564341,19,5,3.8
564676,25,8,3.125
564709,14,6,2.3333333333333335
564970,9,4,2.25
565369,68,18,3.7777777777777777
565489,20,7,2.857142857142857
565589,14,5,2.8
565683,10,4,2.5
565690,12,4,3.0
565707,23,6,3.8333333333333335
565776,36,9,4.0
565827,16,7,2.2857142857142856
566172,8,4,2.0
566319,12,2,6.0
566465,33,7,4.714285714285714
566538,10,3,3.3333333333333335
566552,1,1,1.0
566856,3,3,1.0
567032,37,13,2.8461538461538463
567059,12,7,1.7142857142857142
567076,22,7,3.142857142857143
567108,16,3,5.333333333333333
567521,35,9,3.888888888888889
567932,69,16,4.3125
567953,6,2,3.0
568043,4,2,2.0
568160,22,6,3.6666666666666665
568333,5,3,1.6666666666666667
568959,6,3,2.0
569079,15,4,3.75
569256,4,2,2.0
569283,13,3,4.333333333333333
569695,2,1,2.0
569853,15,3,5.0
569989,7,1,7.0
570046,13,3,4.333333333333333
570146,4,1,4.0
570476,37,10,3.7
570530,15,4,3.75
570710,3,1,3.0
570797,7,1,7.0
570994,5,3,1.6666666666666667
571117,16,4,4.0
571187,21,6,3.5
571339,30,13,2.3076923076923075
571454,8,3,2.6666666666666665
571622,43,16,2.6875
571853,4,3,1.3333333333333333
572163,19,7,2.7142857142857144
572339,5,1,5.0
572803,12,3,4.0
572998,10,4,2.5
573465,10,2,5.0
573969,3,2,1.5
574056,3,1,3.0
574104,6,2,3.0
574109,5,4,1.25
574327,63,22,2.8636363636363638
574408,7,1,7.0
574445,27,6,4.5
574566,28,9,3.111111111111111
574579,2,2,1.0
574956,5,2,2.5
574975,7,3,2.3333333333333335
575184,13,5,2.6
575230,7,2,3.5
575362,20,6,3.3333333333333335
575507,18,8,2.25
576875,43,12,3.5833333333333335
576913,4,1,4.0
577141,13,4,3.25
577143,28,9,3.111111111111111
577183,8,3,2.6666666666666665
577201,18,6,3.0
577280,6,2,3.0
577367,5,4,1.25
578075,5,3,1.6666666666666667
578407,32,9,3.5555555555555554
578608,5,2,2.5
578764,35,11,3.1818181818181817
578888,12,4,3.0
579037,17,7,2.4285714285714284
579165,34,9,3.7777777777777777
579195,22,6,3.6666666666666665
579293,6,2,3.0
579330,31,8,3.875
579463,4,1,4.0
579567,22,8,2.75
579674,4,2,2.0
579757,14,6,2.3333333333333335
579875,13,5,2.6
579994,50,13,3.8461538461538463
580026,11,3,3.6666666666666665
580116,4,2,2.0
580291,18,5,3.6
580536,7,3,2.3333333333333335
580600,4,1,4.0
580710,12,5,2.4
580881,11,5,2.2
581047,26,8,3.25
581252,12,4,3.0
581404,22,7,3.142857142857143
581757,20,5,4.0
581789,20,5,4.0
581812,10,3,3.3333333333333335
581940,11,3,3.6666666666666665
582375,38,8,4.75
582423,18,9,2.0
582819,4,2,2.0
582917,20,4,5.0
582975,17,4,4.25
583424,6,1,6.0
583886,14,5,2.8
584064,6,2,3.0
584095,24,8,3.0
584186,11,3,3.6666666666666665
584350,19,7,2.7142857142857144
584429,4,1,4.0
584463,13,4,3.25
584719,9,3,3.0
584796,2,1,2.0
584827,30,5,6.0
584863,9,2,4.5
584893,1,1,1.0
584901,14,4,3.5
585202,4,1,4.0
585492,9,3,3.0
585500,12,6,2.0
585505,5,1,5.0
585598,13,5,2.6
585610,13,5,2.6
585968,19,7,2.7142857142857144
586005,18,6,3.0
586087,15,7,2.142857142857143
586218,43,10,4.3
586442,10,3,3.3333333333333335
586687,50,13,3.8461538461538463
587457,13,3,4.333333333333333
587501,3,1,3.0
587649,28,7,4.0
587703,15,5,3.0
587974,1,1,1.0
588045,15,7,2.142857142857143
588090,19,3,6.333333333333333
588122,21,7,3.0
588221,39,17,2.2941176470588234
588584,3,1,3.0
588654,28,9,3.111111111111111
588748,13,4,3.25
589882,4,1,4.0
589984,17,3,5.666666666666667
590232,16,7,2.2857142857142856
590386,12,6,2.0
590749,13,4,3.25
590793,6,4,1.5
590930,18,5,3.6
590943,9,3,3.0
590960,45,15,3.0
591028,6,2,3.0
591240,36,12,3.0
591374,17,5,3.4
591678,22,5,4.4
592147,54,16,3.375
593068,3,2,1.5
593404,8,3,2.6666666666666665
593774,3,2,1.5
593904,24,8,3.0
594060,7,3,2.3333333333333335
594127,14,5,2.8
594401,6,2,3.0
594507,4,2,2.0
594570,5,3,1.6666666666666667
594645,18,5,3.6
594796,10,4,2.5
594800,40,11,3.6363636363636362
595017,4,1,4.0
595267,12,3,4.0
595271,16,7,2.2857142857142856
595540,48,12,4.0
595856,7,3,2.3333333333333335
595971,3,2,1.5
596106,20,6,3.3333333333333335
596325,7,4,1.75
596422,9,2,4.5
596705,14,5,2.8
596820,6,2,3.0
597051,20,4,5.0
597262,45,8,5.625
598323,55,20,2.75
598454,14,5,2.8
598482,17,6,2.8333333333333335
598788,12,4,3.0
599044,51,12,4.25
599105,31,10,3.1
599141,24,9,2.6666666666666665
599203,9,2,4.5
599339,9,2,4.5
599433,20,7,2.857142857142857
599656,20,9,2.2222222222222223
599823,19,4,4.75
600354,10,1,10.0
600524,20,7,2.857142857142857
600597,10,3,3.3333333333333335
600979,3,2,1.5
601099,16,6,2.6666666666666665
601173,2,1,2.0
601654,12,4,3.0
601806,12,4,3.0
601837,25,5,5.0
601921,7,1,7.0
602239,9,2,4.5
602244,25,5,5.0
602720,12,4,3.0
603634,17,3,5.666666666666667
604415,9,3,3.0
604553,19,7,2.7142857142857144
604733,2,1,2.0
605306,11,2,5.5
605471,10,2,5.0
605532,2,2,1.0
605605,9,2,4.5
605797,7,4,1.75
606402,7,2,3.5
606749,8,3,2.6666666666666665
606808,14,3,4.666666666666667
607356,26,10,2.6
607598,14,5,2.8
607615,6,2,3.0
607841,14,4,3.5
607852,23,9,2.5555555555555554
607949,1,1,1.0
608441,12,3,4.0
608461,21,10,2.1
608788,6,4,1.5
608829,1,1,1.0
608957,19,6,3.1666666666666665
609198,21,6,3.5
609259,12,4,3.0
609499,7,3,2.3333333333333335
609680,9,2,4.5
609715,11,7,1.5714285714285714
610088,25,5,5.0
610146,3,1,3.0
610264,12,5,2.4
610431,10,5,2.0
610468,3,2,1.5
610596,14,4,3.5
610602,21,7,3.0
610697,1,1,1.0
610968,11,6,1.8333333333333333
611198,6,3,2.0
611213,2,2,1.0
611310,4,2,2.0
611367,8,2,4.0
611635,14,7,2.0
612329,11,4,2.75
613382,14,4,3.5
613510,1,1,1.0
613639,29,11,2.6363636363636362
613693,2,1,2.0
614234,56,15,3.7333333333333334
614937,12,4,3.0
615131,9,3,3.0
615362,13,4,3.25
615603,1,1,1.0
615726,4,1,4.0
615834,2,1,2.0
616214,12,3,4.0
616327,30,11,2.727272727272727
616346,47,13,3.6153846153846154
616537,4,2,2.0
616656,14,2,7.0
616775,1,1,1.0
616828,8,3,2.6666666666666665
616956,1,1,1.0
617656,17,5,3.4
618287,13,5,2.6
618556,10,3,3.3333333333333335
618809,12,4,3.0
619018,22,6,3.6666666666666665
619130,11,5,2.2
619242,8,2,4.0
619428,14,7,2.0
619459,6,2,3.0
619712,11,3,3.6666666666666665
619863,1,1,1.0
620075,10,2,5.0
620099,8,3,2.6666666666666665
620489,9,4,2.25
620797,18,2,9.0
620894,15,4,3.75
621610,17,5,3.4
622003,8,2,4.0
622011,10,3,3.3333333333333335
622253,32,7,4.571428571428571
622267,2,1,2.0
622276,38,7,5.428571428571429
622483,14,5,2.8
622606,16,4,4.0
622740,25,10,2.5
622786,1,1,1.0
623004,27,8,3.375
623021,11,2,5.5
623181,25,10,2.5
623186,1,1,1.0
623241,7,2,3.5
623256,11,3,3.6666666666666665
623323,2,1,2.0
623659,12,4,3.0
623892,14,6,2.3333333333333335
624165,33,12,2.75
624293,12,5,2.4
624392,8,2,4.0
624622,13,5,2.6
624742,22,8,2.75
624813,9,2,4.5
625005,27,6,4.5
625297,8,2,4.0
625370,3,1,3.0
625495,7,1,7.0
625689,9,3,3.0
626560,24,8,3.0
626896,15,4,3.75
626983,14,5,2.8
627006,5,1,5.0
627190,7,1,7.0
627709,1,1,1.0
627789,3,1,3.0
627901,12,2,6.0
627996,9,1,9.0
628139,23,6,3.8333333333333335
628245,6,1,6.0
628320,14,2,7.0
629074,9,4,2.25
629413,17,4,4.25
629572,4,2,2.0
629819,4,2,2.0
630481,22,4,5.5
631471,4,3,1.3333333333333333
631500,3,2,1.5
631557,7,1,7.0
631580,42,12,3.5
631631,8,2,4.0
632425,25,8,3.125
632482,6,2,3.0
632575,16,3,5.333333333333333
632752,14,6,2.3333333333333335
633008,15,4,3.75
633033,4,3,1.3333333333333333
633039,1,1,1.0
633269,6,3,2.0
633328,21,8,2.625
633348,7,3,2.3333333333333335
633448,11,6,1.8333333333333333
633593,22,7,3.142857142857143
633649,11,3,3.6666666666666665
633846,25,6,4.166666666666667
633904,12,3,4.0
634317,22,7,3.142857142857143
634686,8,2,4.0
634713,8,2,4.0
634965,4,1,4.0
635391,9,2,4.5
635546,4,2,2.0
635766,11,5,2.2
636035,3,1,3.0
636256,3,1,3.0
636266,24,5,4.8
636431,2,1,2.0
636729,13,2,6.5
637629,9,3,3.0
637682,20,6,3.3333333333333335
637759,14,2,7.0
637824,3,1,3.0
637976,5,2,2.5
638156,3,2,1.5
638172,7,1,7.0
638283,15,5,3.0
638569,13,7,1.8571428571428572
638652,18,5,3.6
638661,28,7,4.0
638759,5,1,5.0
639067,24,8,3.0
639072,18,5,3.6
639433,12,5,2.4
639665,2,1,2.0
639758,1,1,1.0
639839,1,1,1.0
639966,5,2,2.5
640942,3,1,3.0
641275,2,1,2.0
641659,3,2,1.5
641841,3,1,3.0
641997,14,4,3.5
642418,17,4,4.25
642546,14,6,2.3333333333333335
642856,1,1,1.0
643159,5,3,1.6666666666666667
643186,3,2,1.5
643248,6,2,3.0
643461,2,1,2.0
643526,1,1,1.0
643597,4,2,2.0
643624,6,2,3.0
643628,3,2,1.5
643711,7,2,3.5
644237,5,2,2.5
644560,1,1,1.0
644729,12,7,1.7142857142857142
644763,33,13,2.5384615384615383
644807,2,1,2.0
644830,10,3,3.3333333333333335
645350,8,2,4.0
645472,11,5,2.2
645487,13,3,4.333333333333333
645495,19,8,2.375
646010,22,7,3.142857142857143
646248,1,1,1.0
646341,1,1,1.0
646871,33,10,3.3
647019,14,5,2.8
647154,17,5,3.4
647509,10,2,5.0
647622,13,5,2.6
647665,6,3,2.0
647743,14,4,3.5
648080,7,4,1.75
648385,6,5,1.2
648749,10,3,3.3333333333333335
648856,1,1,1.0
648966,17,3,5.666666666666667
649018,6,1,6.0
649267,6,1,6.0
649370,10,3,3.3333333333333335
650219,2,1,2.0
650854,6,1,6.0
650898,2,2,1.0
651347,2,1,2.0
651518,1,1,1.0
651767,19,6,3.1666666666666665
652486,24,7,3.4285714285714284
652496,10,3,3.3333333333333335
652732,6,1,6.0
652959,19,4,4.75
653188,16,7,2.2857142857142856
654027,8,1,8.0
654092,6,3,2.0
654459,26,9,2.888888888888889
654485,36,13,2.769230769230769
654572,15,6,2.5
655010,5,3,1.6666666666666667
655495,1,1,1.0
655922,2,1,2.0
655976,16,5,3.2
656319,11,3,3.6666666666666665
656353,20,5,4.0
656387,5,3,1.6666666666666667
656633,13,3,4.333333333333333
656637,5,2,2.5
657271,16,4,4.0
657671,9,3,3.0
657787,1,1,1.0
658305,2,1,2.0
658552,13,3,4.333333333333333
658701,14,5,2.8
658759,4,1,4.0
658900,60,13,4.615384615384615
658999,7,1,7.0
659008,10,6,1.6666666666666667
659211,34,9,3.7777777777777777
659827,25,8,3.125
659962,24,9,2.6666666666666665
660232,10,3,3.3333333333333335
660319,15,7,2.142857142857143
660527,52,16,3.25
660924,46,18,2.5555555555555554
660940,38,16,2.375
661206,7,2,3.5
661265,4,2,2.0
661295,8,3,2.6666666666666665
661453,3,1,3.0
661620,2,1,2.0
661636,8,2,4.0
662154,14,4,3.5
662571,20,4,5.0
662638,25,6,4.166666666666667
662960,13,6,2.1666666666666665
663278,15,5,3.0
663778,16,3,5.333333333333333
663849,17,3,5.666666666666667
664411,10,3,3.3333333333333335
664438,12,4,3.0
664687,10,3,3.3333333333333335
664762,3,1,3.0
665370,18,3,6.0
665472,4,2,2.0
665776,24,7,3.4285714285714284
666173,8,4,2.0
666608,7,2,3.5
666716,2,2,1.0
666979,11,5,2.2
666994,6,4,1.5
667014,14,6,2.3333333333333335
667318,1,1,1.0
667393,33,8,4.125
667669,28,7,4.0
667725,12,2,6.0
667919,10,2,5.0
668117,41,11,3.727272727272727
668140,12,2,6.0
668236,8,3,2.6666666666666665
668660,15,5,3.0
668718,1,1,1.0
669715,17,5,3.4
670000,13,5,2.6
670143,8,2,4.0
670551,2,1,2.0
670666,22,7,3.142857142857143
670977,3,3,1.0
671129,23,4,5.75
671305,1,1,1.0
671569,17,3,5.666666666666667
672129,6,1,6.0
672139,47,10,4.7
672148,11,5,2.2
672150,20,7,2.857142857142857
672326,19,8,2.375
672584,37,11,3.3636363636363638
672896,25,8,3.125
673346,9,3,3.0
673348,17,4,4.25
674424,24,7,3.4285714285714284
674468,10,3,3.3333333333333335
674569,14,3,4.666666666666667
674984,11,3,3.6666666666666665
675240,11,4,2.75
675324,7,1,7.0
675600,25,7,3.5714285714285716
675714,1,1,1.0
676036,12,4,3.0
676059,31,8,3.875
676146,1,1,1.0
676383,15,6,2.5
676423,1,1,1.0
676732,2,2,1.0
677564,5,2,2.5
678055,40,16,2.5
678665,17,7,2.4285714285714284
678808,5,2,2.5
678886,25,5,5.0
678925,29,7,4.142857142857143
679190,11,3,3.6666666666666665
679405,2,1,2.0
679886,12,4,3.0
680259,35,10,3.5
680268,6,2,3.0
680422,6,3,2.0
680779,14,3,4.666666666666667
680858,11,5,2.2
681072,8,3,2.6666666666666665
681493,4,2,2.0
681898,11,7,1.5714285714285714
682276,15,6,2.5
682544,9,3,3.0
682759,5,1,5.0
683209,2,1,2.0
683751,17,5,3.4
683827,32,10,3.2
684027,7,2,3.5
684747,22,9,2.4444444444444446
684862,8,1,8.0
685356,4,1,4.0
685457,14,4,3.5
685916,16,5,3.2
686082,4,1,4.0
686119,11,4,2.75
686451,2,1,2.0
686625,31,12,2.5833333333333335
686657,2,1,2.0
686677,11,5,2.2
686739,15,4,3.75
686760,24,8,3.0
687250,27,8,3.375
687324,5,2,2.5
687377,10,1,10.0
687812,7,1,7.0
688148,6,3,2.0
688222,6,3,2.0
689013,25,8,3.125
689695,46,12,3.8333333333333335
690042,47,13,3.6153846153846154
690102,17,8,2.125
690190,17,6,2.8333333333333335
690253,8,2,4.0
690270,2,2,1.0
691420,14,5,2.8
691863,18,7,2.5714285714285716
692231,14,5,2.8
692257,2,1,2.0
692328,22,6,3.6666666666666665
692519,19,6,3.1666666666666665
692544,8,4,2.0
692591,12,3,4.0
692661,7,2,3.5
692856,9,2,4.5
692928,5,3,1.6666666666666667
693285,3,1,3.0
693417,14,4,3.5
693644,15,5,3.0
693684,7,3,2.3333333333333335
693870,18,4,4.5
693900,10,2,5.0
693988,4,1,4.0
694125,7,2,3.5
694539,1,1,1.0
694742,12,4,3.0
695043,4,3,1.3333333333333333
695272,16,5,3.2
695433,9,5,1.8
695498,4,1,4.0
695534,9,2,4.5
695540,12,4,3.0
695718,9,3,3.0
696397,4,2,2.0
696759,7,2,3.5
696791,3,2,1.5
696874,7,3,2.3333333333333335
696960,7,3,2.3333333333333335
697182,3,1,3.0
697365,14,4,3.5
698196,26,8,3.25
698421,15,6,2.5
698533,7,2,3.5
698624,22,8,2.75
698703,17,7,2.4285714285714284
698960,16,5,3.2
699820,1,1,1.0
699830,17,4,4.25
700308,3,1,3.0
700354,16,4,4.0
700619,2,2,1.0
700909,10,4,2.5
701241,10,3,3.3333333333333335
701397,25,7,3.5714285714285716
701474,9,3,3.0
701625,34,12,2.8333333333333335
701698,11,5,2.2
701706,3,2,1.5
702273,13,4,3.25
702340,17,6,2.8333333333333335
702544,26,8,3.25
702870,25,6,4.166666666666667
703000,10,5,2.0
703212,19,6,3.1666666666666665
703247,9,3,3.0
703705,16,5,3.2
703716,8,2,4.0
703936,36,12,3.0
703938,24,13,1.8461538461538463
704350,8,3,2.6666666666666665
704565,17,5,3.4
705074,15,4,3.75
705717,1,1,1.0
706108,20,3,6.666666666666667
706132,24,7,3.4285714285714284
706542,3,1,3.0
706638,2,1,2.0
706651,7,2,3.5
706792,12,3,4.0
706898,1,1,1.0
706964,4,2,2.0
707089,11,3,3.6666666666666665
707360,6,2,3.0
707559,2,2,1.0
707750,14,4,3.5
707884,4,2,2.0
708076,26,7,3.7142857142857144
708182,1,1,1.0
708260,37,10,3.7
708287,21,6,3.5
708460,10,3,3.3333333333333335
708522,29,8,3.625
708914,2,1,2.0
709049,10,4,2.5
709368,18,5,3.6
709437,7,2,3.5
709485,16,7,2.2857142857142856
709822,17,6,2.8333333333333335
709983,5,3,1.6666666666666667
710058,6,1,6.0
710555,47,15,3.1333333333333333
710592,7,4,1.75
710673,6,2,3.0
710996,15,6,2.5
711038,8,2,4.0
711449,9,1,9.0
711877,10,2,5.0
712403,17,4,4.25
713013,36,7,5.142857142857143
713137,3,1,3.0
713185,26,9,2.888888888888889
713338,10,5,2.0
713424,14,11,1.2727272727272727
713533,11,5,2.2
713687,5,1,5.0
713731,10,4,2.5
714362,18,4,4.5
714400,8,3,2.6666666666666665
714472,73,18,4.055555555555555
715102,46,16,2.875
715258,4,2,2.0
715317,5,2,2.5
715379,46,14,3.2857142857142856
715406,27,7,3.857142857142857
715599,29,7,4.142857142857143
715709,1,1,1.0
715740,9,3,3.0
716015,7,3,2.3333333333333335
716065,2,1,2.0
716463,3,1,3.0
716491,2,2,1.0
716838,18,5,3.6
716868,14,4,3.5
717000,22,7,3.142857142857143
717070,17,4,4.25
717074,21,4,5.25
717147,5,4,1.25
717325,1,1,1.0
717492,3,2,1.5
717682,36,16,2.25
718064,9,3,3.0
718151,2,1,2.0
718173,7,3,2.3333333333333335
718217,22,6,3.6666666666666665
718462,33,14,2.357142857142857
718811,3,1,3.0
718876,17,5,3.4
719193,16,6,2.6666666666666665
719537,8,3,2.6666666666666665
719846,23,7,3.2857142857142856
719881,16,4,4.0
720281,13,3,4.333333333333333
720460,10,5,2.0
720712,27,6,4.5
720913,16,3,5.333333333333333
721118,48,18,2.6666666666666665
721329,17,6,2.8333333333333335
721480,2,1,2.0
721654,5,1,5.0
722293,8,1,8.0
722377,9,3,3.0
722428,17,7,2.4285714285714284
722794,11,4,2.75
722869,14,8,1.75
722960,26,5,5.2
723572,124,36,3.4444444444444446
723850,4,3,1.3333333333333333
724336,13,3,4.333333333333333
724370,11,4,2.75
724504,40,10,4.0
724534,56,17,3.2941176470588234
724604,10,5,2.0
724641,5,2,2.5
724827,15,4,3.75
724985,13,2,6.5
725349,9,3,3.0
725383,49,16,3.0625
725672,37,15,2.466666666666667
725725,13,3,4.333333333333333
725795,7,3,2.3333333333333335
725929,2,1,2.0
726123,21,7,3.0
726750,10,3,3.3333333333333335
726934,19,4,4.75
726955,27,9,3.0
727060,5,3,1.6666666666666667
727094,32,7,4.571428571428571
727109,20,8,2.5
727274,13,4,3.25
727285,17,8,2.125
727770,11,5,2.2
728022,21,7,3.0
728048,10,3,3.3333333333333335
728116,18,3,6.0
728312,24,5,4.8
728541,22,5,4.4
728834,20,8,2.5
728891,1,1,1.0
728967,11,2,5.5
729368,18,5,3.6
729531,11,3,3.6666666666666665
729681,14,6,2.3333333333333335
730054,15,4,3.75
730203,8,5,1.6
730335,18,3,6.0
730418,12,4,3.0
730530,13,2,6.5
730747,4,1,4.0
730928,11,3,3.6666666666666665
731381,8,4,2.0
731416,19,6,3.1666666666666665
731556,12,5,2.4
732008,8,4,2.0
732289,10,4,2.5
732580,23,5,4.6
732772,4,2,2.0
733080,21,3,7.0
733862,18,9,2.0
733915,10,2,5.0
734195,10,3,3.3333333333333335
734455,25,6,4.166666666666667
734558,3,1,3.0
734605,4,2,2.0
734688,16,4,4.0
734689,6,3,2.0
735046,14,3,4.666666666666667
735424,12,3,4.0
735519,12,4,3.0
735657,9,4,2.25
735746,17,7,2.4285714285714284
735816,9,2,4.5
735859,1,1,1.0
736272,3,2,1.5
736718,11,6,1.8333333333333333
737021,1,1,1.0
737166,24,6,4.0
737216,20,6,3.3333333333333335
737327,28,7,4.0
737815,17,5,3.4
737978,41,16,2.5625
738133,20,5,4.0
738255,7,1,7.0
738305,23,7,3.2857142857142856
738388,60,19,3.1578947368421053
738446,7,3,2.3333333333333335
738549,10,6,1.6666666666666667
738786,23,4,5.75
738874,4,2,2.0
739091,32,9,3.5555555555555554
739214,2,1,2.0
739444,2,2,1.0
739625,30,14,2.142857142857143
739922,26,7,3.7142857142857144
740028,17,3,5.666666666666667
740612,5,2,2.5
740875,20,6,3.3333333333333335
740990,3,1,3.0
741037,51,14,3.642857142857143
741056,4,2,2.0
741257,37,8,4.625
741381,34,13,2.6153846153846154
741665,16,3,5.333333333333333
741824,18,8,2.25
742026,7,2,3.5
742886,1,1,1.0
743343,2,1,2.0
743399,17,4,4.25
743482,14,3,4.666666666666667
743546,16,5,3.2
743610,26,9,2.888888888888889
743879,16,6,2.6666666666666665
744371,6,1,6.0
744459,45,14,3.2142857142857144
744512,13,3,4.333333333333333
744667,8,4,2.0
744791,17,6,2.8333333333333335
744822,5,2,2.5
744922,13,4,3.25
745253,30,6,5.0
745462,45,10,4.5
746112,13,6,2.1666666666666665
746187,15,6,2.5
746778,8,2,4.0
746817,4,2,2.0
746898,23,7,3.2857142857142856
747344,6,3,2.0
747526,7,3,2.3333333333333335
747567,10,3,3.3333333333333335
747984,44,12,3.6666666666666665
748190,6,3,2.0
748353,26,11,2.3636363636363638
748710,30,9,3.3333333333333335
748749,16,7,2.2857142857142856
748788,19,6,3.1666666666666665
748823,2,2,1.0
748876,10,4,2.5
749016,17,8,2.125
749068,25,7,3.5714285714285716
749261,18,4,4.5
749457,20,6,3.3333333333333335
750104,13,4,3.25
750139,2,1,2.0
750180,3,2,1.5
750228,5,2,2.5
750677,8,2,4.0
750880,7,3,2.3333333333333335
751036,30,8,3.75
751446,10,2,5.0
751680,19,7,2.7142857142857144
751961,7,4,1.75
752186,5,1,5.0
752187,28,9,3.111111111111111
752229,12,3,4.0
752396,5,3,1.6666666666666667
752411,21,8,2.625
753406,10,3,3.3333333333333335
753461,35,9,3.888888888888889
753796,1,1,1.0
753804,18,4,4.5
754542,37,15,2.466666666666667
754804,10,3,3.3333333333333335
754897,1,1,1.0
755042,16,5,3.2
755259,3,1,3.0
755279,6,1,6.0
755367,3,2,1.5
755462,11,5,2.2
755504,18,5,3.6
755735,21,8,2.625
755845,45,13,3.4615384615384617
756078,8,5,1.6
756093,13,4,3.25
756173,11,3,3.6666666666666665
756380,9,3,3.0
756402,22,7,3.142857142857143
756504,9,3,3.0
757027,7,3,2.3333333333333335
757031,25,9,2.7777777777777777
757547,12,6,2.0
757767,12,5,2.4
758065,1,1,1.0
758280,50,16,3.125
758321,25,9,2.7777777777777777
758494,12,3,4.0
758534,9,2,4.5
758568,6,2,3.0
758863,25,5,5.0
758899,7,3,2.3333333333333335
759049,6,3,2.0
759132,15,6,2.5
759498,34,8,4.25
759569,8,3,2.6666666666666665
759602,10,2,5.0
759633,18,6,3.0
759676,8,2,4.0
759705,22,5,4.4
759874,12,4,3.0
760031,3,2,1.5
760553,16,7,2.2857142857142856
760816,6,3,2.0
760889,19,5,3.8
760987,28,10,2.8
761177,23,6,3.8333333333333335
761297,34,9,3.7777777777777777
761306,21,8,2.625
761433,19,6,3.1666666666666665
761495,30,8,3.75
761908,49,11,4.454545454545454
761955,1,1,1.0
762108,16,3,5.333333333333333
762498,10,1,10.0
762540,1,1,1.0
762585,10,3,3.3333333333333335
762652,24,8,3.0
762782,20,4,5.0
762959,13,5,2.6
763033,56,17,3.2941176470588234
763246,3,1,3.0
763336,3,2,1.5
763337,6,2,3.0
763509,2,2,1.0
763573,30,7,4.285714285714286
763597,14,5,2.8
763606,12,4,3.0
763798,4,2,2.0
764100,3,2,1.5
764618,16,5,3.2
764628,30,8,3.75
765589,6,2,3.0
765629,1,1,1.0
765879,11,3,3.6666666666666665
765944,4,4,1.0
765949,22,8,2.75
766410,12,2,6.0
766452,3,3,1.0
766472,2,1,2.0
766542,6,1,6.0
766566,4,1,4.0
766850,19,5,3.8
768089,6,3,2.0
768197,8,4,2.0
768280,18,7,2.5714285714285716
768377,34,8,4.25
768386,1,1,1.0
768430,10,3,3.3333333333333335
768850,19,5,3.8
768882,27,10,2.7
769090,20,7,2.857142857142857
769121,40,7,5.714285714285714
769211,21,6,3.5
769462,11,2,5.5
769587,9,1,9.0
769777,9,3,3.0
769851,31,9,3.4444444444444446
770066,1,1,1.0
770288,20,4,5.0
770299,8,3,2.6666666666666665
770404,8,2,4.0
770560,41,9,4.555555555555555
770856,27,9,3.0
771127,4,1,4.0
771158,5,2,2.5
771291,5,3,1.6666666666666667
771348,14,5,2.8
771697,17,5,3.4
771803,8,4,2.0
771868,4,2,2.0
771968,3,2,1.5
772324,25,7,3.5714285714285716
772646,57,18,3.1666666666666665
772732,11,3,3.6666666666666665
772817,4,2,2.0
772975,19,8,2.375
773180,3,1,3.0
773234,19,7,2.7142857142857144
773587,9,2,4.5
773896,44,13,3.3846153846153846
774165,38,11,3.4545454545454546
774205,18,5,3.6
774483,50,16,3.125
774618,6,1,6.0
774742,31,8,3.875
775116,6,2,3.0
775223,13,5,2.6
775239,47,12,3.9166666666666665
775588,32,8,4.0
775606,14,4,3.5
775966,10,4,2.5
776200,1,1,1.0
776266,16,6,2.6666666666666665
776308,7,3,2.3333333333333335
776341,11,5,2.2
776422,7,2,3.5
776431,4,2,2.0
776865,3,2,1.5
777143,33,9,3.6666666666666665
777144,30,8,3.75
777192,7,3,2.3333333333333335
777391,6,2,3.0
