Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,delivery_status,total_amount_usd
1144029,1,2025-05-28,1900-01-01,432061,27,448,1,EUR,In Transit,269.9
1144030,1,2024-11-23,2024-12-23,180678,5,2488,4,AUD,Delivered,59.96
1144031,1,2024-04-15,2024-04-27,610264,12,446,1,EUR,Delivered,219.95
1144033,1,2025-12-02,1900-01-01,725383,30,1310,3,EUR,In Transit,84.0
1144034,1,2024-11-27,2024-12-24,1254806,61,77,1,USD,Delivered,37.95
1144035,1,2024-06-09,2024-06-17,566172,20,319,1,EUR,Delivered,869.0
1144037,1,2024-06-24,2024-07-14,1543325,0,1612,2,USD,Delivered,359.98
1144038,1,2024-06-09,2024-06-30,1767377,66,1609,4,USD,Delivered,1039.96
1144039,1,2025-06-12,2025-06-28,387148,8,1305,3,CAD,Delivered,204.0
1144040,1,2025-10-31,2025-11-06,134230,5,1761,1,AUD,Delivered,73.39
1144041,1,2025-09-01,2025-09-08,314334,9,1598,1,CAD,Delivered,57.88
1144042,1,2024-09-26,1900-01-01,1383605,53,1019,2,USD,Lost,536.0
1144043,1,2025-04-28,1900-01-01,1944572,64,1659,1,USD,In Transit,259.99
1144045,1,2024-12-07,2024-12-18,2040948,0,1124,2,USD,Delivered,1314.0
1145000,1,2024-11-18,2024-12-12,1240530,45,120,3,USD,Delivered,359.97
1145002,1,2025-04-05,2025-05-05,956167,37,1649,3,GBP,Delivered,779.97
1146000,1,2025-03-11,2025-04-01,273887,9,223,2,CAD,Delivered,1158.0
1146001,1,2024-01-06,2024-01-14,273887,8,1677,1,CAD,Delivered,4.99
1146002,1,2025-02-17,2025-03-16,1284918,44,1029,1,USD,Delivered,200.0
1146003,1,2024-02-26,2024-03-27,1349131,59,72,1,USD,Delivered,47.95
1146004,1,2025-02-22,2025-02-26,784983,0,1951,2,EUR,Delivered,6399.98
1146005,1,2025-10-23,2025-11-13,938993,42,347,4,GBP,Delivered,2344.0
1146006,1,2024-05-23,2024-06-01,611367,16,55,7,EUR,Delivered,2072.0
1146007,1,2024-10-07,2024-10-15,346994,10,2499,3,CAD,Delivered,71.16
1146008,1,2024-01-20,2024-02-07,565369,0,1491,9,EUR,Delivered,2061.0
1146009,1,2024-08-01,2024-08-14,599141,24,650,1,EUR,Delivered,78.0
1146010,1,2025-01-17,2025-01-27,566172,24,1591,5,EUR,Delivered,63.3
1146011,1,2024-01-25,2024-01-30,1174549,42,428,3,GBP,Delivered,2907.0
1146012,1,2025-03-13,2025-04-11,911025,0,1296,1,GBP,Delivered,25.0
1146013,1,2024-07-23,2024-08-15,1118302,40,2485,3,GBP,Delivered,1200.0
1146014,1,2024-08-08,2024-08-25,243036,10,1550,3,CAD,Delivered,840.0
1146016,1,2025-09-24,2025-10-19,1825918,0,1610,3,USD,Delivered,869.97
1146017,1,2024-10-07,2024-11-02,2074986,65,618,7,USD,Delivered,2093.0
1146018,1,2024-06-13,2024-07-03,140004,4,1849,2,AUD,Delivered,3637.8
1146019,1,2025-05-06,2025-06-04,1878966,44,172,3,USD,Delivered,507.0
1146020,1,2025-08-30,1900-01-01,1680415,56,59,2,USD,In Transit,312.0
1146021,1,2024-02-17,2024-03-08,2014226,51,1575,3,USD,Delivered,182.97
1147000,1,2025-02-03,2025-02-08,1635484,43,396,1,USD,Delivered,1299.0
1147001,1,2025-12-05,2025-12-29,1621372,57,1641,5,USD,Delivered,63.3
1147002,1,2025-09-13,2025-09-24,905730,36,2076,4,GBP,Delivered,559.96
1147004,1,2025-01-19,2025-02-07,1307638,44,732,3,USD,Delivered,480.0
1147005,1,2025-10-16,2025-10-23,1606868,45,1643,2,USD,Delivered,115.76
1147006,1,2024-12-16,2024-12-24,2026801,56,440,3,USD,Delivered,659.85
1147007,1,2025-01-13,2025-01-26,1585780,66,1672,2,USD,Delivered,33.78
1147008,1,2025-03-24,1900-01-01,1226395,45,1364,1,USD,In Transit,26.99
1147009,1,2025-02-27,2025-03-08,875681,33,1639,4,EUR,Delivered,39.96
1147010,1,2024-06-04,1900-01-01,154973,6,449,1,AUD,Lost,349.0
1147011,1,2024-06-03,2024-06-11,579674,22,330,1,EUR,Delivered,309.0
1147012,1,2024-11-02,2024-11-09,961200,38,440,3,GBP,Delivered,659.85
1147013,1,2025-07-29,2025-08-27,1484183,54,1575,1,USD,Delivered,60.99
1147014,1,2025-03-24,2025-03-25,1393392,47,2496,1,USD,Delivered,9.99
1147016,1,2024-12-01,2024-12-26,42177,6,1687,1,AUD,Delivered,6.88
1147017,1,2024-09-23,2024-09-26,162300,5,9,3,AUD,Delivered,179.97
1147018,1,2025-07-24,2025-08-12,1276598,0,540,3,USD,Delivered,7497.0
1147019,1,2025-12-07,2026-01-05,1598894,57,1622,1,USD,Delivered,219.0
1147020,1,2024-05-23,2024-06-19,1424341,44,449,1,USD,Delivered,349.0
1147021,1,2024-03-10,1900-01-01,1784986,48,2099,5,USD,Lost,1287.5
1147022,1,2025-12-17,2025-12-21,1625232,54,100,1,USD,Delivered,120.0
1147023,1,2025-12-29,2025-12-30,349086,0,1607,1,CAD,Delivered,179.99
1147024,1,2024-11-17,2024-12-16,139856,5,594,8,AUD,Delivered,2392.0
1147025,1,2025-04-24,2025-05-03,1093788,37,2500,2,GBP,Delivered,47.44
1147026,1,2024-12-07,2024-12-13,1681186,63,1720,4,USD,Delivered,280.52
1148000,1,2024-09-18,2024-09-27,1828761,0,1206,10,USD,Delivered,15600.0
1148001,1,2025-09-10,2025-10-10,1143470,40,1673,2,GBP,Delivered,11.0
1148002,1,2024-01-24,2024-02-12,284346,0,1661,3,CAD,Delivered,16.5
1148003,1,2025-10-19,2025-10-30,1384111,56,1468,3,USD,Delivered,567.0
1148004,1,2025-05-13,2025-06-02,1564733,0,213,3,USD,Delivered,899.7
1148005,1,2024-02-19,2024-03-11,1466728,0,85,2,USD,Delivered,199.98
1148006,1,2024-03-02,2024-03-19,1860085,47,1077,1,USD,Delivered,568.0
1148007,1,2024-01-17,2024-02-05,991911,0,1552,4,GBP,Delivered,1592.0
1148008,1,2025-08-02,1900-01-01,2048840,59,666,1,USD,In Transit,163.0
1148009,1,2024-02-02,2024-02-19,1760369,64,370,7,USD,Delivered,2680.65
1148011,1,2025-07-05,1900-01-01,2002288,56,90,1,USD,In Transit,149.99
1148012,1,2025-05-18,2025-05-29,1596027,54,1803,7,USD,Delivered,224.0
1148013,1,2024-10-16,2024-11-13,1314888,0,70,7,USD,Delivered,335.65
1148014,1,2025-10-11,2025-10-26,1906508,59,1843,4,USD,Delivered,7956.0
1148015,1,2024-04-04,2024-04-14,758899,30,2095,3,EUR,Delivered,4425.0
1148016,1,2025-06-28,2025-07-11,241230,9,2515,5,CAD,Delivered,16.75
1148018,1,2024-03-30,1900-01-01,608461,15,1449,1,EUR,Lost,300.0
1148019,1,2025-04-24,2025-05-20,1302010,65,158,1,USD,Delivered,1099.99
1148020,1,2024-03-15,1900-01-01,1670789,0,1093,4,USD,Lost,2272.0
1148021,1,2025-10-28,2025-11-20,1019974,40,324,3,GBP,Delivered,1500.0
1148023,1,2024-03-15,2024-04-02,858185,33,2516,2,EUR,Delivered,6.7
1148024,1,2025-10-25,2025-11-01,1588014,61,2366,4,USD,Delivered,1199.96
1148025,1,2025-04-09,2025-04-29,343129,8,2097,1,CAD,Delivered,791.0
1148026,1,2025-12-10,1900-01-01,1853113,55,1648,2,USD,In Transit,219.98
1148027,1,2025-03-18,2025-03-27,1746251,44,443,2,USD,Delivered,698.0
1148028,1,2024-01-22,2024-01-24,242098,10,512,3,CAD,Delivered,387.0
1148030,1,2025-08-11,2025-08-13,1629058,64,1296,3,USD,Delivered,75.0
1148031,1,2025-09-30,2025-10-29,2032912,57,747,3,USD,Delivered,38.85
1148032,1,2024-08-18,2024-08-19,1682386,51,1660,2,USD,Delivered,579.98
1148033,1,2024-06-03,2024-06-22,1648699,64,1581,2,USD,Delivered,438.0
1148035,1,2024-08-16,2024-08-27,1284953,0,667,3,USD,Delivered,570.0
1149000,1,2025-08-21,2025-09-03,1078242,0,98,4,GBP,Delivered,480.0
1149001,1,2024-11-30,1900-01-01,1433389,0,554,1,USD,Lost,999.0
1149002,1,2025-10-31,2025-11-03,884835,31,2071,2,EUR,Delivered,199.98
1149003,1,2024-07-24,2024-08-11,964158,42,57,1,GBP,Delivered,156.0
1149004,1,2025-08-13,2025-08-20,577143,23,2014,3,EUR,Delivered,599.97
1149005,1,2024-06-05,1900-01-01,475485,23,234,2,EUR,Lost,1378.0
1149006,1,2024-07-12,2024-08-11,1233674,64,419,2,USD,Delivered,738.0
1149007,1,2024-07-30,2024-08-06,1326610,47,47,1,USD,Delivered,149.95
1149008,1,2024-04-13,1900-01-01,2087937,61,64,4,USD,Lost,724.0
1149009,1,2025-06-30,2025-07-19,643597,18,1411,1,EUR,Delivered,268.0
1149010,1,2025-09-08,2025-10-03,2061563,63,1692,1,USD,Delivered,6.99
1149011,1,2025-07-07,2025-08-02,1164576,37,389,7,GBP,Delivered,4193.0
1149012,1,2024-12-22,1900-01-01,359409,10,1814,5,CAD,Lost,160.0
1149013,1,2024-12-01,2024-12-11,343183,9,1575,1,CAD,Delivered,60.99
1149014,1,2024-07-25,2024-08-17,1731696,54,2493,2,USD,Delivered,49.98
1149015,1,2024-11-06,2024-11-14,1406216,0,1395,1,USD,Delivered,16.99
1149016,1,2024-08-10,2024-08-11,1819268,59,300,2,USD,Delivered,438.0
1149017,1,2024-05-20,2024-06-16,535496,19,129,1,EUR,Delivered,200.0
1149018,1,2024-01-27,1900-01-01,1957841,57,394,5,USD,Lost,3790.0
1149019,1,2025-03-25,2025-04-11,708076,29,881,1,EUR,Delivered,13.0
1149020,1,2024-07-29,2024-08-11,60454,5,1524,3,AUD,Delivered,990.0
1149021,1,2025-08-27,2025-08-31,38195,6,1615,7,AUD,Delivered,2029.93
1149022,1,2024-04-05,2024-04-07,1686257,61,441,1,USD,Delivered,229.9
1149023,1,2025-06-02,2025-06-06,362234,9,1679,5,CAD,Delivered,27.5
1149024,1,2024-05-03,2024-05-04,211067,9,11,4,CAD,Delivered,239.96
1149025,1,2025-05-15,2025-06-10,1316237,0,1296,6,USD,Delivered,150.0
1149026,1,2025-09-11,2025-10-07,772732,29,80,2,EUR,Delivered,81.1
1149027,1,2025-03-01,2025-03-07,777143,0,1166,4,EUR,Delivered,660.0
1149029,1,2024-08-03,2024-08-30,1489156,53,440,1,USD,Delivered,219.95
1149030,1,2024-04-02,2024-04-03,1898417,61,2092,6,USD,Delivered,4746.0
1149031,1,2025-06-03,2025-06-21,1586325,50,73,7,USD,Delivered,335.65
1149032,1,2025-04-12,1900-01-01,1691284,59,1170,1,USD,In Transit,633.0
1149033,1,2024-01-17,2024-02-10,545755,20,55,1,EUR,Delivered,296.0
1149034,1,2025-01-04,1900-01-01,1622857,61,2023,3,USD,Lost,299.97
1149035,1,2024-03-07,2024-03-19,1524428,64,102,7,USD,Delivered,805.0
1149036,1,2024-11-03,2024-11-21,321313,8,65,1,CAD,Delivered,181.0
1149037,1,2025-12-19,2026-01-08,1381115,64,530,2,USD,Delivered,1238.0
1149038,1,2025-02-03,2025-02-15,1256294,51,1645,3,USD,Delivered,173.64
1149039,1,2024-10-08,2024-11-01,1367439,48,2022,7,USD,Delivered,979.93
1149040,1,2024-11-27,2024-12-10,631580,12,1696,1,EUR,Delivered,16.99
1150000,1,2024-05-24,2024-06-17,1937213,0,453,1,USD,Delivered,229.9
1150001,1,2024-06-30,1900-01-01,542485,0,1395,1,EUR,Lost,16.99
1150002,1,2024-05-11,2024-06-09,1688921,0,709,1,USD,Delivered,116.0
1150003,1,2024-05-23,2024-06-01,1286466,66,1240,8,USD,Delivered,7024.0
1150004,1,2025-04-26,2025-05-11,456029,24,1233,1,EUR,Delivered,878.0
1150007,1,2024-02-09,2024-02-26,68082,0,1624,2,AUD,Delivered,438.0
1150008,1,2025-11-07,2025-12-02,2052752,45,447,2,USD,Delivered,459.8
1150009,1,2024-10-27,2024-11-10,1764995,47,1491,2,USD,Delivered,458.0
1150011,1,2024-06-10,2024-07-04,1428814,55,1641,6,USD,Delivered,75.96
1150012,1,2025-03-05,1900-01-01,788408,29,1450,3,EUR,In Transit,924.0
1150013,1,2024-06-04,2024-06-20,973459,37,1515,1,GBP,Delivered,230.0
1150014,1,2024-06-15,2024-07-06,2096472,57,2444,6,USD,Delivered,29.94
1150015,1,2025-02-17,1900-01-01,1013139,41,440,1,GBP,In Transit,219.95
1150016,1,2025-01-17,2025-02-09,1109178,41,1702,2,GBP,Delivered,33.98
1150017,1,2024-11-24,1900-01-01,1544244,64,2028,3,USD,Lost,419.97
1150018,1,2025-04-26,2025-04-29,727094,0,60,2,EUR,Delivered,312.0
1150019,1,2024-02-17,2024-03-09,1199293,41,1587,1,GBP,Delivered,17.99
1150020,1,2025-07-06,2025-08-02,1804464,53,2509,5,USD,Delivered,20.3
1150021,1,2025-09-04,2025-09-05,1792010,56,1464,5,USD,Delivered,1290.0
1150022,1,2025-06-21,2025-07-07,948795,37,1780,1,GBP,Delivered,43.0
1150023,1,2024-06-10,2024-07-05,1322029,54,356,2,USD,Delivered,913.8
1150024,1,2024-04-12,2024-04-29,544822,22,2029,1,EUR,Delivered,99.99
1151000,1,2024-12-23,2025-01-07,227646,9,347,4,CAD,Delivered,2344.0
1151001,1,2025-05-02,1900-01-01,1507400,45,1601,8,USD,In Transit,1279.92
1151002,1,2025-03-01,2025-03-12,326396,0,2090,8,CAD,Delivered,11800.0
1151003,1,2025-03-26,2025-04-25,598454,24,458,3,EUR,Delivered,689.7
1151004,1,2025-09-09,2025-09-27,1543325,57,1690,1,USD,Delivered,16.99
1151005,1,2024-11-14,2024-12-05,1647588,65,1685,3,USD,Delivered,16.17
1151006,1,2025-04-25,2025-05-19,678886,16,1945,4,EUR,Delivered,12799.96
1151007,1,2025-07-06,2025-07-10,1187306,42,58,3,GBP,Delivered,468.0
1151008,1,2025-01-09,2025-01-15,445826,22,1482,1,EUR,Delivered,239.0
1151009,1,2024-04-08,2024-04-23,1582077,50,1440,1,USD,Delivered,189.0
1151010,1,2025-05-04,2025-05-18,1714594,63,2102,2,USD,Delivered,1582.0
1151011,1,2025-05-19,2025-05-23,1038082,38,2070,5,GBP,Delivered,699.95
1151012,1,2025-08-07,1900-01-01,2074361,45,802,3,USD,In Transit,46.5
1151013,1,2024-05-08,2024-05-20,765949,29,1628,6,EUR,Delivered,83.34
1151014,1,2025-06-11,1900-01-01,708260,30,2086,3,EUR,In Transit,2632.5
1151015,1,2024-08-18,2024-08-19,1685055,0,1670,2,USD,Delivered,17.98
1151016,1,2025-02-17,2025-02-26,380931,0,420,6,CAD,Delivered,2999.4
1151017,1,2024-04-17,2024-04-26,1776672,66,1628,7,USD,Delivered,97.23
1151019,1,2024-08-19,2024-09-03,1559342,53,966,2,USD,Delivered,369.0
1151020,1,2025-11-06,2025-11-29,1372423,66,105,6,USD,Delivered,690.0
1151021,1,2025-08-27,2025-09-05,856525,33,438,1,EUR,Delivered,919.0
1151022,1,2025-06-16,2025-07-14,1778440,65,460,7,USD,Delivered,2099.3
1151023,1,2025-06-13,1900-01-01,1124659,39,2141,2,GBP,In Transit,1491.98
1151024,1,2025-01-18,2025-02-02,109580,1,1643,8,AUD,Delivered,463.04
1151025,1,2025-08-16,2025-08-27,1680728,63,1605,1,USD,Delivered,289.99
1151026,1,2025-01-29,2025-02-01,1749157,0,1938,4,USD,Delivered,519.96
1151027,1,2025-10-11,2025-11-08,761433,29,1624,5,EUR,Delivered,1095.0
1151028,1,2024-08-31,1900-01-01,965133,36,500,8,GBP,Lost,552.0
1151029,1,2024-06-14,2024-07-02,1660175,0,439,4,USD,Delivered,2236.0
1151030,1,2025-02-10,2025-02-20,371459,8,1445,1,CAD,Delivered,268.0
1151031,1,2024-01-12,2024-01-27,811809,34,58,6,EUR,Delivered,936.0
1151032,1,2025-05-10,2025-06-05,1868588,66,969,3,USD,Delivered,590.7
1151033,1,2025-04-07,2025-04-16,1547777,0,268,5,USD,Delivered,4445.0
1151034,1,2024-08-07,2024-08-26,95275,5,1625,8,AUD,Delivered,1752.0
1151035,1,2024-09-26,2024-10-16,1311674,0,163,1,USD,Delivered,1592.2
1151036,1,2024-10-13,2024-11-09,1983111,55,533,7,USD,Delivered,1953.0
1151037,1,2025-11-02,2025-11-24,1005880,0,1567,2,GBP,Delivered,778.0
1151038,1,2024-07-09,2024-08-01,252545,10,1703,7,CAD,Delivered,37.73
1151039,1,2024-12-15,2025-01-03,892786,33,591,5,EUR,Delivered,1145.0
1151040,1,2025-04-12,2025-04-23,774165,30,606,7,EUR,Delivered,2093.0
1151041,1,2025-11-15,2025-12-06,270614,9,1359,3,CAD,Delivered,128.97
1151042,1,2025-06-15,2025-06-25,1980499,66,1511,1,USD,Delivered,229.0
1151043,1,2025-01-09,2025-01-23,480516,24,292,2,EUR,Delivered,1000.0
1151044,1,2024-01-27,2024-02-20,1357408,45,1597,2,USD,Delivered,115.76
1152000,1,2025-07-10,1900-01-01,1718920,64,1652,7,USD,In Transit,1259.93
1152001,1,2024-04-06,2024-04-18,1258687,59,294,6,USD,Delivered,1794.0
1152002,1,2025-04-13,2025-05-10,224111,8,1619,2,CAD,Delivered,119.98
1152003,1,2025-07-17,1900-01-01,165032,6,113,10,AUD,In Transit,2499.9
1153000,1,2025-12-30,2026-01-11,565369,20,2002,1,EUR,Delivered,199.99
1153001,1,2024-12-21,2025-01-19,350496,9,83,2,CAD,Delivered,199.98
1153002,1,2025-03-22,2025-04-06,1437117,50,2464,1,USD,Delivered,30.0
1153003,1,2024-07-05,1900-01-01,1526098,56,384,1,USD,Lost,758.0
1153004,1,2025-06-07,2025-06-14,914790,39,1301,4,GBP,Delivered,380.0
1153005,1,2024-05-25,2024-06-13,1022328,41,801,1,GBP,Delivered,19.9
1153006,1,2024-08-15,2024-09-10,1084205,0,1336,4,GBP,Delivered,175.24
1153007,1,2024-07-22,2024-08-13,1591113,0,1086,6,USD,Delivered,1824.0
1153009,1,2025-09-07,2025-10-06,1131576,38,599,1,GBP,Delivered,2295.0
1153010,1,2025-06-27,2025-07-10,290147,0,351,1,CAD,Delivered,336.0
1153011,1,2025-01-06,2025-01-19,1585,5,424,7,AUD,Delivered,1889.65
1153012,1,2025-07-06,2025-07-22,1392332,51,1894,1,USD,Delivered,1818.0
1153013,1,2025-01-18,2025-02-15,591374,24,1653,1,EUR,Delivered,109.99
1153015,1,2025-11-27,2025-12-07,2007125,57,707,3,USD,Delivered,273.0
1153016,1,2024-06-18,1900-01-01,2063821,55,2478,1,USD,Lost,210.0
1154001,1,2025-10-12,2025-10-18,569853,20,145,9,EUR,Delivered,26099.91
1154002,1,2025-09-25,2025-10-22,1729878,65,1670,1,USD,Delivered,8.99
1154003,1,2024-08-19,1900-01-01,1585758,51,2197,1,USD,Lost,29.99
1154004,1,2025-09-16,2025-10-13,2038334,55,405,2,USD,Delivered,1398.0
1154006,1,2024-10-12,2024-10-28,1367439,54,2512,1,USD,Delivered,129.99
1154007,1,2024-02-20,2024-03-10,1576331,59,1259,7,USD,Delivered,279.93
1154008,1,2025-02-14,1900-01-01,1404813,54,1637,3,USD,In Transit,53.97
1154009,1,2025-03-07,2025-03-20,234726,8,511,5,CAD,Delivered,495.0
1154010,1,2024-11-25,2024-12-24,1633409,0,932,8,USD,Delivered,440.0
1154011,1,2024-01-01,2024-01-19,316518,9,953,2,CAD,Delivered,377.0
1154012,1,2025-11-15,1900-01-01,527912,23,2513,1,EUR,In Transit,129.99
1154014,1,2024-11-15,2024-11-20,405365,22,785,3,EUR,Delivered,28.5
1154015,1,2025-08-31,2025-09-25,1603055,0,10,4,USD,Delivered,239.96
1154017,1,2024-03-01,2024-03-03,1627394,54,2017,1,USD,Delivered,99.99
1154018,1,2024-05-23,2024-06-08,1689951,48,82,2,USD,Delivered,81.1
1155000,1,2024-06-12,1900-01-01,211746,9,1643,1,CAD,Lost,57.88
1155001,1,2025-10-23,2025-11-03,1664688,59,717,1,USD,Delivered,118.0
1155002,1,2025-08-28,1900-01-01,1716357,44,1763,8,USD,In Transit,798.0
1155003,1,2024-09-11,2024-10-01,714472,29,1651,3,EUR,Delivered,479.97
1155004,1,2024-08-19,1900-01-01,1856634,44,1678,2,USD,Lost,33.78
1155005,1,2024-05-23,1900-01-01,2039796,59,1809,2,USD,Lost,64.0
1155006,1,2025-02-15,2025-02-17,1092434,41,448,1,GBP,Delivered,269.9
1155007,1,2024-05-06,1900-01-01,234326,9,2036,5,CAD,Lost,474.95
1155008,1,2025-08-22,2025-09-19,517561,27,2035,4,EUR,Delivered,399.96
1155011,1,2024-06-04,2024-06-23,1031544,41,438,2,GBP,Delivered,1838.0
1155012,1,2024-07-29,2024-08-03,1896611,56,1322,7,USD,Delivered,230.93
1155013,1,2024-01-12,2024-02-06,165032,6,1735,7,AUD,Delivered,196.0
1155014,1,2024-11-14,2024-11-20,589984,19,1208,7,EUR,Delivered,6230.0
1155015,1,2025-06-20,1900-01-01,1409991,65,1724,1,USD,In Transit,56.0
1155016,1,2025-09-04,2025-10-02,497839,27,1610,7,EUR,Delivered,2029.93
1155017,1,2025-04-27,1900-01-01,1829007,57,1396,3,USD,In Transit,68.97
1155018,1,2024-08-25,2024-09-24,211862,9,85,10,CAD,Delivered,999.9
1155019,1,2025-11-07,2025-11-27,1223111,45,1540,1,USD,Delivered,380.0
1155020,1,2024-11-01,2024-11-09,1053100,42,132,3,GBP,Delivered,600.0
1155021,1,2024-05-07,2024-05-19,1321913,66,1980,2,USD,Delivered,259.98
1155022,1,2025-04-10,2025-04-24,1443446,57,1214,2,USD,Delivered,330.0
1155023,1,2024-12-15,1900-01-01,254402,0,449,5,CAD,Lost,1745.0
1156000,1,2025-01-25,2025-02-09,1978029,47,163,4,USD,Delivered,6368.8
1156001,1,2025-10-03,2025-10-17,1034311,40,131,2,GBP,Delivered,400.0
1156002,1,2025-04-22,2025-05-03,796631,30,1574,1,EUR,Delivered,59.99
1156003,1,2024-06-21,2024-07-08,1454940,0,169,3,USD,Delivered,357.0
1156004,1,2025-05-13,2025-06-11,1001626,41,175,6,GBP,Delivered,701.4
1156006,1,2024-08-18,1900-01-01,387658,8,1531,3,CAD,Lost,1167.0
1156007,1,2024-04-15,2024-05-11,424011,22,2500,1,EUR,Delivered,23.72
1156008,1,2024-03-31,2024-04-14,1031544,39,1657,2,GBP,Delivered,359.98
1156009,1,2025-09-05,2025-09-12,280641,8,1301,7,CAD,Delivered,665.0
1156010,1,2025-01-06,2025-01-17,1149286,0,1873,3,GBP,Delivered,5967.0
1156011,1,2025-11-11,2025-12-07,1119069,39,1645,3,GBP,Delivered,173.64
1156012,1,2025-03-07,2025-03-22,434435,27,1726,2,EUR,Delivered,112.0
1156013,1,2024-10-09,1900-01-01,524890,23,1472,1,EUR,Lost,239.0
1156015,1,2025-06-04,2025-06-26,792829,30,112,1,EUR,Delivered,249.99
1156016,1,2025-11-13,2025-11-18,2080936,43,1594,1,USD,Delivered,9.99
1156017,1,2025-12-31,2026-01-28,1385568,66,1427,7,USD,Delivered,1610.0
1156018,1,2025-05-12,2025-05-17,1310201,57,53,1,USD,Delivered,296.0
1156019,1,2025-08-22,2025-09-12,351879,8,46,5,CAD,Delivered,749.75
1156020,1,2025-05-21,2025-06-20,1865927,0,2508,1,USD,Delivered,4.74
1157000,1,2025-03-20,2025-03-26,1492176,0,2131,5,USD,Delivered,815.0
1157001,1,2025-12-26,2026-01-25,1445061,0,552,1,USD,Delivered,2499.0
1157002,1,2025-05-14,2025-06-05,291356,9,2111,1,CAD,Delivered,877.5
1157003,1,2025-09-13,1900-01-01,1354464,55,1599,6,USD,In Transit,347.28
1157004,1,2025-11-14,1900-01-01,1155920,39,430,2,GBP,In Transit,539.9
1157005,1,2024-02-13,2024-02-26,281638,9,416,5,CAD,Delivered,4845.0
1157006,1,2024-04-20,2024-05-06,1939877,48,1426,2,USD,Delivered,1178.0
1157007,1,2025-10-20,2025-10-30,1387724,0,1164,2,USD,Delivered,360.0
1157009,1,2025-08-12,2025-09-06,595267,20,1576,2,EUR,Delivered,25.98
1157010,1,2024-04-30,1900-01-01,1807649,63,112,4,USD,Lost,999.96
1157011,1,2025-08-17,2025-09-16,784276,29,1792,2,EUR,Delivered,86.0
1157012,1,2025-11-19,1900-01-01,619018,0,112,2,EUR,In Transit,499.98
1158000,1,2025-09-10,2025-10-03,1370619,0,58,3,USD,Delivered,468.0
1158001,1,2025-03-07,2025-04-02,325443,0,1595,7,CAD,Delivered,160.23
1158002,1,2025-02-07,2025-02-19,1154232,38,420,4,GBP,Delivered,1999.6
1158003,1,2024-02-10,2024-02-18,400031,22,1518,2,EUR,Delivered,600.0
1158004,1,2024-12-21,2024-12-29,1062180,0,453,2,GBP,Delivered,459.8
1158005,1,2025-08-10,2025-08-13,350587,10,198,2,CAD,Delivered,1198.0
1158006,1,2024-02-08,1900-01-01,1241747,61,1613,1,USD,Lost,109.99
1158007,1,2025-10-05,2025-10-18,326292,9,459,2,CAD,Delivered,539.8
1158008,1,2024-01-27,2024-02-19,1539414,47,1738,4,USD,Delivered,112.0
1158010,1,2024-08-09,2024-08-26,996031,40,418,5,GBP,Delivered,1349.75
1158011,1,2024-01-25,2024-02-22,1486370,59,2095,1,USD,Delivered,1475.0
1158012,1,2024-12-02,2024-12-08,1242018,55,1174,2,USD,Delivered,822.0
1158013,1,2024-01-30,2024-02-17,1362686,66,46,3,USD,Delivered,449.85
1158014,1,2025-01-02,2025-01-17,1982856,44,349,2,USD,Delivered,766.0
1158015,1,2024-09-11,2024-09-15,1601341,66,1204,1,USD,Delivered,1600.0
1158016,1,2025-04-01,2025-04-18,1559711,47,1671,6,USD,Delivered,29.94
1158018,1,2024-02-18,2024-02-27,469225,22,591,1,EUR,Delivered,229.0
1158019,1,2025-04-14,2025-05-14,1534242,56,73,3,USD,Delivered,143.85
1158020,1,2025-12-16,2026-01-15,1928459,0,145,5,USD,Delivered,14499.95
1158022,1,2024-09-26,2024-10-04,547714,20,449,1,EUR,Delivered,349.0
1159000,1,2024-06-13,2024-06-21,454932,20,1625,2,EUR,Delivered,438.0
1160001,1,2025-10-25,2025-10-30,1813010,51,226,1,USD,Delivered,299.0
1160003,1,2024-11-25,2024-11-29,1758999,55,428,1,USD,Delivered,969.0
1160004,1,2024-06-25,2024-07-22,106880,0,54,8,AUD,Delivered,2368.0
1160005,1,2025-05-26,2025-06-18,1152366,42,443,3,GBP,Delivered,1047.0
1160007,1,2024-04-01,1900-01-01,1932808,61,411,3,USD,Lost,2097.0
1160008,1,2025-09-23,2025-10-23,828125,34,1509,6,EUR,Delivered,1860.0
1160009,1,2024-08-21,1900-01-01,1892488,50,174,1,USD,Lost,129.9
1161000,1,2024-04-13,2024-04-25,238069,0,28,2,CAD,Delivered,399.8
1161001,1,2024-04-02,2024-04-19,1696508,51,914,4,USD,Delivered,383.6
1161002,1,2024-11-16,2024-11-19,1367366,45,69,2,USD,Delivered,51.38
1161003,1,2025-09-28,2025-10-11,349037,10,1585,1,CAD,Delivered,22.89
1161004,1,2025-10-16,1900-01-01,1768779,51,458,1,USD,In Transit,229.9
1161005,1,2024-07-26,2024-08-16,2032588,59,1341,1,USD,Delivered,16.0
1161006,1,2025-05-12,1900-01-01,2069957,59,338,3,USD,In Transit,3597.0
1161007,1,2024-12-25,2025-01-17,356963,8,1507,5,CAD,Delivered,1335.0
1161008,1,2024-06-12,2024-06-18,1947606,47,101,3,USD,Delivered,360.0
1161009,1,2024-11-26,2024-12-10,1042,5,72,1,AUD,Delivered,47.95
1161010,1,2024-07-13,2024-08-05,2054914,63,1664,2,USD,Delivered,17.98
